index,sent,ref_anim,ref_case,distance(clauses),conflict,num,word,tag,features,head,pron_func,pron_case,inf_str,corpus,comments
226,"# text = Ten by byl v chodu i p?i energeticky nenáro?né jízd? dol?, takže pro sm?r dol? odpadne trolej rovn?ž.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
227,"# text = Ta stanoví mj. pravidla pro z?izování rad škol, takže rodi?e i p?edstavitelé obcí budou mít v?tší možnost ovliv?ovat jejich podobu a kvalitu.",,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
228,# text = Ty nahradí dnešní p?edimenzované osnovy a od nich by se m?ly za?ít odvíjet i r?zné typy u?ebních program?.,i,,,,1,Ty,PDIP1----------,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,2,nsubj,1,,PDT,
229,"# text = Ten zpravodaji LN ?ekl: Arcibiskup byl menší, asi 160 cm vysoké postavy, pom?rn? t?lnatý a vyjma dny netrp?l žádnými vážn?jšími chorobami.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,4,nsubj,1,,PDT,
230,# text = Zvlášt? ti ekonomi?tí.,a,,,,2,ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,0,root,1,,PDT,
231,# text = Ta totiž považuje Klaus?v návrh za projev ?istého populismu.,,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
232,"# text = Nevadí, že podobný ústavní zákon nikdy nebude (a nem?že) být p?ijat - politik?m ODS to nijak nezabrání v tvrzení, že jejich strana je tou jedinou u nás, která odmítá život na dluh.",,,,,28,tou,PDFS7----------,Case=Ins|Gender=Fem|Number=Sing|PronType=Dem,27,dep,7,,PDT,
233,# text = Nedostává se ni?eho krom? ideologie a nakonec i ta již pokulhává .,,,,,9,ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,11,nsubj,1,,PDT,
234,"# text = Ta jich obsahuje mnoho, nap?íklad vápník, ho??ík a ?adu dalších biologicky nezbytných prvk?.",,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,3,dep,1,,PDT,
235,"# text = Ty budou vy?azeny ze systému zásobování pitnou vodou a za?nou sloužit, alespo? takový je zám?r, pro zásobování závod? tzv. technologickou vodou.",,,,,1,Ty,PDFP1----------,Case=Nom|Gender=Fem|Number=Plur|PronType=Dem,3,nsubj:pass,1,,PDT,
236,"# text = Ty nyní budou procházet schvalovacím ?ízením v Úst?edním cenzurním ú?adu, k jehož úkol?m pat?í i stanovení definice vulgárnosti.",i,,,,1,Ty,PDIP1----------,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,4,nsubj,1,,PDT,
237,"# text = Ten pomocí horolezeckých karabin, kolí?k? na prádlo a sto metr? lana rozv?sil fotografie spoluzakladatele festivalu.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,13,nsubj,1,,PDT,
238,"# text = Ta se zabývala stávkou hrá??, ke které mužstvo p?istoupilo minulý týden v úterý poté, co se dozv?d?lo prémiový systém pro nadcházející extraligový ro?ník.",,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
239,"# text = D?vodem je skute?nost, že jazyká?i si vyd?lají mnohem víc mimo resort školství, a pokud u?í, dávají p?ednost st?edním školám, nebo? ty pro n? znamenají vyšší platovou t?ídu.",,,,,25,ty,PDFP1----------,Case=Nom|Gender=Fem|Number=Plur|PronType=Dem,28,nsubj,1,,PDT,
240,"# text = Ten je pro obec povinn? aktuální od okamžiku, kdy rozhodla svolit k vybudování mamutí skládky odpadu, vzdálené od nás pouze n?kolik kilometr?.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,6,nsubj,1,,PDT,
241,"# text = Ten však bude z?ejm? rozložen do více let, protože n?které dan? jsou placeny zálohov?.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,5,nsubj:pass,1,,PDT,
242,# text = Ten m?l Josefa Odložila v restauraci U Cimbury napadnout jako první.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
243,# text = Ten si došel vyp?j?it do blízké restaurace 200 K? a vyd?ra?i je p?edal.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
244,# text = Ty v pr?b?hu posledních m?síc? vyústily až do pitoreskních spor? kolem volby p?edsedy pražské organizace a následných t?enic nového vedení Prahy s vedením celorepublikovým.,i,,,,1,Ty,PDIP1----------,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,6,nsubj,1,,PDT,
245,"# text = Ty vidím v ustavení pln? fungujících region?, které by svá divadla podporovaly z vlastních rozpo?t?, a ve vzniku bohaté podnikatelské vrstvy, z níž vyr?stají mecenáši operního um?ní a vážné hudby v?bec.",,,,,1,Ty,PDFP4----------,Case=Acc|Gender=Fem|Number=Plur|PronType=Dem,2,obj,4,,PDT,
246,# text = Ta se nyní odst?hovala do Krakova.,,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,4,nsubj,1,,PDT,
247,# text = Ten dostal vzáp?tí od Alin?e další branku a nechal se vyst?ídat Michalíkem.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
248,"# text = Urban byl na ja?e hrá?em Bohemians, pak p?estoupil do Jablonce, ale ten ho obratem prodal na Letnou.",,,,,14,ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,17,nsubj,1,,PDT,
249,"# text = Té bude chyb?t zran?ný úto?ník Slezák, jehož nahradí bratr kanonýra Slavie Lubomír Knoflí?ek.",,,,,1,Té,PDFS3----------,Case=Dat|Gender=Fem|Number=Sing|PronType=Dem,3,obj,3,,PDT,
250,"# text = Polský episkopát nikdy netvrdil: Katolíci, musíte volit tu a tu stranu.",,,,,12,tu,PDFS4----------,Case=Acc|Gender=Fem|Number=Sing|PronType=Dem,10,conj,4,,PDT,
251,# text = Ten si vytkl za cíl proniknout na neobsazené trhy p?ijatelné pro Radu bezpe?nosti.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
252,"# text = Ma?arská vláda se rozhodla odstoupit od po?ádání Sv?tové výstavy v roce 1996, jelikož ta by si vyžádala p?íliš vysoké náklady.",,,,,15,ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,18,nsubj,1,,PDT,
253,"# text = Ty si však v obav? o koncesi, která jim nebyla dosud ud?lena, necht?jí pálit prsty.",,,,,1,Ty,PDFP1----------,Case=Nom|Gender=Fem|Number=Plur|PronType=Dem,15,nsubj,1,,PDT,
254,# text = Zpravidla jsou na nich novinky a o ty práv? zákazníci stojí.,,,,,8,ty,PDFP4----------,Case=Acc|Gender=Fem|Number=Plur|PronType=Dem,11,obj,4,,PDT,
255,# text = Ta však ješt? nezahájila svou ?innost.,,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,4,nsubj,1,,PDT,
256,"# text = V ?eských Velenicích sice provád?jí rekonstrukci jejich interiér?, do té však není zahrnut podvozek, u n?jž se nadále po?ítá pouze s rychlostí do 160 km/hod., zatímco v zahrani?í je požadavek na rychlosti do 200 km/hod.",,,,,11,té,PDFS2----------,Case=Gen|Gender=Fem|Number=Sing|PronType=Dem,14,obl,2,,PDT,
257,"# text = Ta by m?la dodat 10 nových voz?, ovšem první nejd?íve 15 až 18 m?síc? od podpisu smlouvy.",,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
258,# text = Ta je podle nich spíše prosp?šná.,,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,6,nsubj,1,,PDT,
259,# text = Ta by m?la v budoucnu propojovat všechny archivy ?R.,,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
260,"# text = Ten bu? rozhodnutí Krajského soudu potvrdí, nebo usnesení ?i jeho ?ást zruší a Krajskému soudu m?že na?ídit, aby ve v?ci znovu jednal a rozhodl.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,6,nsubj,1,,PDT,
261,"# text = Ti v inkriminovaný den dv?ma ukradenými auty zaúto?ili na v?z p?evážející výplaty a bo?ními nárazy jej vytla?ili ze silnice tak, že havaroval v p?íkopu.",a,,,,1,Ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,8,nsubj,1,,PDT,
262,# text = Ti a mnozí další hledají možnost dlouhodobého pronájmu bytu.,a,,,,1,Ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,5,nsubj,1,,PDT,
263,"# text = Ve smlouv? je uvedena pevná ?ástka, kterou nájemce za byt platí, a ta se nem?ní.",,,,,15,ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,17,nsubj,1,,PDT,
264,"# text = Ty se sice všeobecn? pokládají za nejjednodušší formu odstátn?ní, ovšem platí to pouze tam, kde je znám vlastník.",,,,,1,Ty,PDFP1----------,Case=Nom|Gender=Fem|Number=Plur|PronType=Dem,5,nsubj:pass,1,,PDT,
265,# text = Ty vrátila na Skalického ministerstvo privatizace.,i,,,,1,Ty,PDIP4----------,Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur|PronType=Dem,2,obj,4,,PDT,
266,# text = Ten zatím stihl 38 projekt? p?edat svým jednotlivým územním pracovištím.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
267,# text = Ty ukazují vývoj kurzu akcií podnik? v ur?itém odv?tví a mohou být významnou pomocí p?i rozhodování investor?.,i,,,,1,Ty,PDIP1----------,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,2,nsubj,1,,PDT,
268,"# text = Ten se dlouho pohyboval pod hodnotou svých dvou konkurent?, ale dokázal se i v sou?asné dob? stagnace trhu zvednout k r?stu.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,4,nsubj,1,,PDT,
269,"# text = Ty p?edevším pomáhaly vytvá?et nezam?nitelný zvuk kapely, výrazn? poznamenaný šedesátými lety.",,,,,1,Ty,PDFP1----------,Case=Nom|Gender=Fem|Number=Plur|PronType=Dem,3,nsubj,1,,PDT,
270,"# text = Um?lci n?kdy zapomínají, že svobodu mají v sob? a tu jim nikdo nevezme.",,,,,11,tu,PDFS4----------,Case=Acc|Gender=Fem|Number=Sing|PronType=Dem,14,obj,4,,PDT,
271,"# text = ?asto by posta?ilo opat?it zvonky jmenovkami a ty poškozené opravit, zamykat až druhé domovní dve?e (až ty za prostorem se schránkami), domluvit se s doru?ovateli o tom, kdo je vždy doma apod.",,,,,19,ty,PDFP4----------,Case=Acc|Gender=Fem|Number=Plur|PronType=Dem,16,appos,4,,PDT,
272,# text = Ten s t?žkým výronem v kotníku a možná i poran?nými vazy odstoupil ve 41. minut?.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,4,nsubj,1,,PDT,
273,"# text = Suchopárek p?i?ukl Bergerovi, a ten skrz houš? t?l tvrd? vyst?elil do branká?e.",,,,,6,ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,11,nsubj,1,,PDT,
274,# text = Jindrá?ek p?ihrál Fujdiarovi a ten upravil na 0:2.,,,,,5,ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,6,nsubj,1,,PDT,
275,"# text = Jinak sestava záleží na tom, kolik hokejist? nám direktoriát povolí, ?ekl trenér Lud?k Buka? a v dobré nálad? dodal: Na taktiku se zeptejte maséra Šaška, ten ví všechno líp...",,,,,30,ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,31,nsubj,1,,PDT,
276,"# text = Ten ho odsoudil za to, že v první polovin? 70. let vypracoval a p?edkládal ministerstvu vnitra návrhy na vy?azení vysíla?e Svobodná Evropa z provozu výbuchem.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
277,"# text = Ty mají dosáhnout 230 milión? USD, což je o 17 procent více, než ?inil p?edchozí odhad.",i,,,,1,Ty,PDIP1----------,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,2,nsubj,1,,PDT,
278,# text = Ten bohužel dopadl obdobn?;,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
279,"# text = Ta byla jedním ze t?í center produkce ?eskoslovenských minipo?íta??: druhé bylo ve VÚVT v Žilin? (SM 50/40 podle vzoru PDP spole?nosti Digital), t?etí ve VÚMS (ADT podle minipo?íta?? firmy Hewlett-Packard).",,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
280,# text = Ta doporu?uje základní sazbu DPH mezi 15 a 19 procenty a sníženou mezi 5 a 9 procenty.,,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
281,# text = Ta pak p?edává data sb?rnici PCI a jejich interní p?esuny pak probíhají bleskov?.,,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
282,# text = Ten by kryl minimální výdaje na hrubé nájemné a energie.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
283,"# text = Tyto p?ístroje si získaly mnoho p?íznivc?, jejich uživatelé však v ?ad? p?ípad? zapomínají na jednu základní v?c - a tou je bezpe?nost jejich dat.",,,,,21,tou,PDFS7----------,Case=Ins|Gender=Fem|Number=Sing|PronType=Dem,14,conj,7,,PDT,
284,"# text = Ti, kte?í si koupili modely bez možnosti p?ipojení k PC, s tím nemohou d?lat nic, ti ostatní ovšem ano.",a,,,,19,ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,15,conj,1,,PDT,
285,"# text = Lí?ení probíhalo v nep?ítomnosti obžalovaného, nebo? ten se ze zdravotních d?vod? omluvil.",,,,,8,ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,13,nsubj,1,,PDT,
286,# text = Ta požádala o zm?nu své regionální licence dopln?ním o p?íd?l on?ch jedenácti regionálních kanál?.,,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
287,"# text = Druhou nejlépe hodnocenou zna?kou je systém quartz, pro ten hovo?í 15 procent respondent?.",i,,,,10,ten,PDIS4----------,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing|PronType=Dem,11,obl,4,,PDT,
288,"# text = Ta stejn? jako Nestlé má nejsiln?jší pozici mezi respondenty do 20 let, kde získala t?etinovou podporu.",,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,5,nsubj,1,,PDT,
289,# text = Ti se p?ece setkávají i s postiženými nebo týranými d?tmi.,a,,,,1,Ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,4,nsubj,1,,PDT,
290,# text = Ta zažije šok a táhne se to s ní celý život a s dít?tem taky.,,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
291,"# text = Má to r?zné fáze a ty my sledujeme, podobn? jako léka?i ve Spojených státech a jinde.",,,,,6,ty,PDFP4----------,Case=Acc|Gender=Fem|Number=Plur|PronType=Dem,8,obj,4,,PDT,
292,"# text = Nev??í v sebe, nev??í v ostatní a jejich život se klikatí, má r?zné složitosti a ty se na sebe hromadí.",,,,,18,ty,PDFP1----------,Case=Nom|Gender=Fem|Number=Plur|PronType=Dem,22,nsubj,1,,PDT,
293,"# text = Pokud jde o vývojové mezníky, ty se dají ur?it až s v?tším ?asovým odstupem.",i,,,,7,ty,PDIP1----------,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,9,nsubj:pass,1,,PDT,
294,"# text = Ty dotují jak vydávání n?kterých knih, tak ?etné literární ceny a samoz?ejm? i tu velkorysou každoro?ní mezinárodní událost - Vilenici.",,,,,1,Ty,PDFP1----------,Case=Nom|Gender=Fem|Number=Plur|PronType=Dem,2,nsubj,1,,PDT,
295,"# text = Spisovatelé v?bec poprvé v d?jinách pocítili vyvázanost z nadosobních a nadliterárních povinností v??i spole?nosti a národu a asi je to zmátlo - toho více, toho mén?.",a,,,,23,toho,PDMS4----------,Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing|PronType=Dem,21,dep,4,,PDT,
296,"# text = Spisovatelé v?bec poprvé v d?jinách pocítili vyvázanost z nadosobních a nadliterárních povinností v??i spole?nosti a národu a asi je to zmátlo - toho více, toho mén?.",a,,,,26,toho,PDMS4----------,Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing|PronType=Dem,23,conj,4,,PDT,
297,"# text = Praha 7 vydala n?kolik p?íkaz? k zastavení stavby, ta však pokra?uje dál.",,,,,10,ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,12,nsubj,1,,PDT,
298,# text = Zakoupil jsem za tímto ú?elem kdysi knížku text? Hymny sv?ta - nebo tak n?jak se to jmenovalo - a nenašel tam jedinou podobnou té naší.,,,,,24,té,PDFS3----------,Case=Dat|Gender=Fem|Number=Sing|PronType=Dem,23,obj,3,,PDT,
299,# text = Tu družstva pot?ebují v podstat? v celé ší?i své ?innosti.,,,,,1,Tu,PDFS4----------,Case=Acc|Gender=Fem|Number=Sing|PronType=Dem,3,obj,4,,PDT,
300,# text = Ti totiž p?icházejí na místo jako první a svou ?inností rozhodují o kone?ném výsledku celé zakázky.,a,,,,1,Ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,3,nsubj,1,,PDT,
301,"# text = Ti však nebyli do p?edepsaného kurzu p?ijati, protože nemají požadovanou kvalifikaci záme?níka.",a,,,,1,Ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,7,nsubj:pass,1,,PDT,
302,"# text = St?panjuk Loski pat?í k druhé skupin? a doufá, že na tu svou práv? narazil.",,,,,12,tu,PDFS4----------,Case=Acc|Gender=Fem|Number=Sing|PronType=Dem,15,obj,4,,PDT,
303,"# text = Ty byly, jak dále uvedl Hudec, dány p?edevším n?meckým právním ?ádem.",i,,,,1,Ty,PDIP1----------,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,9,nsubj,1,,PDT,
304,# text = Ta však tuto ?ást sn?mu nepovažuje za regulérní.,,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,6,nsubj,1,,PDT,
305,"# text = Ty by chyb?ly ve zdravotnictví, školství, sociálním zabezpe?ení.",,,,,1,Ty,PDFP1----------,Case=Nom|Gender=Fem|Number=Plur|PronType=Dem,3,nsubj,1,,PDT,
306,"# text = Ti se však nyní, když pominulo nebezpe?í atentát? ze strany Irské republikánské armády, obávají reakce ilegálních milicí ulsterských loajalist?, bojujících za setrvání Severního Irska pod britskou správou.",a,,,,1,Ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,16,nsubj,1,,PDT,
307,# text = Ten krom? ústavy samotné zahrnoval celou ?adu vedle ústavy postupn? navršených ústavních zákon?.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,5,nsubj,1,,PDT,
308,"# text = Ty navíc zanedlouho p?evezmou p?sobnost i za Lázn? I, které má v brzké dob? rekonstruovat jistá belgická firma s p?edpokládanými náklady zhruba 220 milion? korun.",,,,,1,Ty,PDFP1----------,Case=Nom|Gender=Fem|Number=Plur|PronType=Dem,4,nsubj,1,,PDT,
309,"# text = Tuto rozporuplnou osobnost však doprovází i ?ada polopravd a lží - ty chceme uvést na pravou míru, ?íká autorka výstavy Milena Secká.",,,,,12,ty,PDFP4----------,Case=Acc|Gender=Fem|Number=Plur|PronType=Dem,14,obj,4,,PDT,
310,# text = Ten má v ak?ním filmu posledních let nem?nnou podobu osobního souboje na život a na smrt.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
311,"# text = Tu dokonale umoc?uje rozmanitá hudební kulisa, která využívá agresivních, nervních písní gotické skupiny Bauhaus i melismatických árií z Délibesovy opery Lakmé (v brilantn? inscenované a šokující lesbické scén?).",,,,,1,Tu,PDFS4----------,Case=Acc|Gender=Fem|Number=Sing|PronType=Dem,3,obj,4,,PDT,
312,"# text = Ta ve výb?rovém ?ízení skon?ila na druhém míst?, když za d?m s pozemkem nabídla 60 milion? korun.",,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,5,nsubj,1,,PDT,
313,"# text = Ten dostanou z ?ástky 6.3 miliardy korun, schválené parlamentem.",i,,,,1,Ten,PDIS4----------,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing|PronType=Dem,2,obj,4,,PDT,
314,"# text = Ten n?kdo byli samoz?ejm? ?eši, kte?í znemož?ovali Slovák?m se zviditelnit.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,0,root,1,,PDT,
315,"# text = Ti z?ejm? dnešní Slotovu SNS již volit nebudou, ale ani jejich potomci nebo sympatizanti.",a,,,,1,Ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,7,nsubj,1,,PDT,
316,"# text = N?kterým jsem nabídl školné p?t tisíc m?sí?n?, n?kterým jen ?ty?i a n?kterým - ti ovšem získali zvláštní stipendium za vynikající výkon u p?ijímací zkoušky - dokonce jen tisíc sedm set padesát korun m?sí?n?.",a,,,,15,ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,17,nsubj,1,,PDT,
317,"# text = To se týká i ?eských u?itel?, ti jsou mezi t?mi, kte?í budou u?it na ?áste?ný úvazek a v?tšinou mají mezinárodní zkušenosti.",a,,,,8,ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,9,nsubj,1,,PDT,
318,"# text = Ludvíkovou tetou se stala cho? císa?e Františka Josefa, císa?ovna Alžb?ta, vynikající krásou stejn? jako její bavorský synovec, avšak ta m?la Ludvíka up?ímn? ráda.",,,,,22,ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,23,nsubj,1,,PDT,
319,# text = Vždy? ta plní pouze funkci zprost?edkovatele.,,,,,2,ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
320,# text = Pokus státu vytvo?it jakoby nezávislý tisk a ten potom ovliv?ovat pokládá šéf klubu KDS za neš?astný.,i,,,,8,ten,PDIS4----------,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing|PronType=Dem,10,obj,4,,PDT,
321,"# text = Nyní se nemovitost vrátila do rukou pana prezidenta Havla - a ten by našt?stí velkoryse p?ehlédl, i kdybych tu náhodou n?co rozbil...",,,,,12,ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,16,nsubj,1,,PDT,
322,"# text = Tady tráví ukradené marginální hodiny, ale ty jsou obecn? nejlepšími, nejpln?jšími hodinami našeho života.",,,,,8,ty,PDFP1----------,Case=Nom|Gender=Fem|Number=Plur|PronType=Dem,14,nsubj,1,,PDT,
323,"# text = Jemní lidé, velmi jemní, ti nepíšou.",a,,,,7,ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,2,appos,1,,PDT,
324,"# text = Ten, jak známo, p?išel k mužstvu letos v lét?, kdy ve funkci nahradil Ivana Hlinku.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,6,nsubj,1,,PDT,
325,# text = Ten zaznamenal v srpnu pokles ekonomické aktivity na 56.2 bodu.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
326,"# text = Ta však byla p?íliš pevná k tomu, aby mohla být p?ekro?ena.",,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,5,nsubj,1,,PDT,
327,"# text = Rumuni neznají sout?žn? ze skupiny nikoho, Poláci jen Francii, a ta navíc už jen Izrael, se kterým hrála v kvalifikaci pro MS 1994.",,,,,13,ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,8,orphan,1,,PDT,
328,"# text = Ta nyní v Kyjev? p?ipravuje reformní program, s nímž je spojeno uvoln?ní po?áte?ní p?j?ky ve výši 700 mil. dolar?.",,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,5,nsubj,1,,PDT,
329,"# text = A také o nevraživost, p?i?emž nelze tvrdit, že o tu jde až v poslední ?ad?.",,,,,12,tu,PDFS4----------,Case=Acc|Gender=Fem|Number=Sing|PronType=Dem,13,obj,4,,PDT,
330,"# text = Nám?stek uvedl, že chápe popula?ní politiku jako sou?ást rodinné politiky a dodal, že ta musí rodiny stimulovat k tomu, aby se chovaly odpov?dn?.",,,,,16,ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,17,nsubj,1,,PDT,
331,"# text = Ten horliv? vytáhl do boje za zrušení ?eské lotynky, aniž by m?l v ruce jediný pr?kazný dokument o jejím dosavadním fungování.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
332,# text = Ty se nepochybn? splnit poda?ilo.,i,,,,1,Ty,PDIP4----------,Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur|PronType=Dem,4,obj,4,,PDT,
333,# text = Ty se nedají v Praze vy?íst ze zpráv tiskových agentur nebo z hlášení ambasád.,i,,,,1,Ty,PDIP1----------,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,3,nsubj:pass,1,,PDT,
334,"# text = Lze o?ekávat, že ta by po Vondrov? návšt?v? mohla z našich politických kruh? alespo? ?áste?n? zmizet.",,,,,5,ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,10,nsubj,1,,PDT,
335,# text = Ten proslul i jako velký podp?rce naší zakázané literatury za normalizace.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
336,# text = Ta pracuje na rozsáhlejší edici Ortenových dramat.,,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
